acc,delta_total,eps_converted,eps_remaining,event,event_type,op,regret
0.28252324923233213,1e-05,0.0,0.5,0,calibrate,calibrate,0.0
0.5684827239830983,1e-05,0.0,0.5,1,calibrate,calibrate,0.0
4.095803214617698,1e-05,0.0,0.5,2,calibrate,calibrate,0.0
2.0211913460941644,1e-05,0.0,0.5,3,calibrate,calibrate,0.0
0.9388816730883606,1e-05,0.0,0.5,4,calibrate,calibrate,0.0
2.191248548855324,1e-05,0.0,0.5,5,calibrate,calibrate,0.0
1.8389841990798133,1e-05,0.0,0.5,6,calibrate,calibrate,0.0
8.44704734090671,1e-05,0.0,0.5,7,calibrate,calibrate,0.0
0.336013294119478,1e-05,0.0,0.5,8,calibrate,calibrate,0.0
4.942117046905912,1e-05,0.0,0.5,9,calibrate,calibrate,0.0
6.458593377998915,1e-05,0.0,0.5,10,calibrate,calibrate,0.0
0.24392744957710955,1e-05,0.0,0.5,11,calibrate,calibrate,0.0
0.023321438962437213,1e-05,0.0,0.5,12,calibrate,calibrate,0.0
1.8267338193262281,1e-05,0.0,0.5,13,calibrate,calibrate,0.0
0.895410314546119,1e-05,0.0,0.5,14,calibrate,calibrate,0.0
2.9977320793513806,1e-05,0.0,0.5,15,calibrate,calibrate,0.0
0.9962592164265464,1e-05,0.0,0.5,16,calibrate,calibrate,0.0
0.07880471373435394,1e-05,0.0,0.5,17,calibrate,calibrate,0.0
4.882193008889137,1e-05,0.0,0.5,18,calibrate,calibrate,0.0
1.5376287785963458,1e-05,0.0,0.5,19,calibrate,calibrate,0.0
1.6729931860087364,1e-05,0.0,0.5,20,calibrate,calibrate,0.0
1.098311826801553,1e-05,0.0,0.5,21,calibrate,calibrate,0.0
3.649413631671199,1e-05,0.0,0.5,22,calibrate,calibrate,0.0
0.3860901344642005,1e-05,0.0,0.5,23,calibrate,calibrate,0.0
1.0010873982328263,1e-05,0.0,0.5,24,calibrate,calibrate,0.0
1.2996246077468887,1e-05,0.0,0.5,25,calibrate,calibrate,0.0
0.5682837985765365,1e-05,0.0,0.5,26,calibrate,calibrate,0.0
3.090459958736872,1e-05,0.0,0.5,27,calibrate,calibrate,0.0
0.01795806518445625,1e-05,0.0,0.5,28,calibrate,calibrate,0.0
0.7993137968687751,1e-05,0.0,0.5,29,calibrate,calibrate,0.0
2.683433179475761,1e-05,0.0,0.5,30,calibrate,calibrate,0.0
2.604664415219048,1e-05,0.0,0.5,31,calibrate,calibrate,0.0
1.0412312322113304,1e-05,0.0,0.5,32,calibrate,calibrate,0.0
4.790822179343918,1e-05,0.0,0.5,33,calibrate,calibrate,0.0
2.047741220170186,1e-05,0.0,0.5,34,calibrate,calibrate,0.0
2.1884056622247847,1e-05,0.0,0.5,35,calibrate,calibrate,0.0
0.3357812509598386,1e-05,0.0,0.5,36,calibrate,calibrate,0.0
3.2962544212429954,1e-05,0.0,0.5,37,calibrate,calibrate,0.0
0.7985391386717233,1e-05,0.0,0.5,38,calibrate,calibrate,0.0
1.1602728612402697,1e-05,0.0,0.5,39,calibrate,calibrate,0.0
1.2428672655787962,1e-05,0.0,0.5,40,calibrate,calibrate,0.0
1.2358249860392425,1e-05,0.0,0.5,41,calibrate,calibrate,0.0
1.0069297728544693,1e-05,0.0,0.5,42,calibrate,calibrate,0.0
1.9184051239211373,1e-05,0.0,0.5,43,calibrate,calibrate,0.0
0.6083313101008173,1e-05,0.0,0.5,44,calibrate,calibrate,0.0
0.6647029319763664,1e-05,0.0,0.5,45,calibrate,calibrate,0.0
0.9497534637941767,1e-05,0.0,0.5,46,calibrate,calibrate,0.0
1.2829214836424558,1e-05,0.0,0.5,47,calibrate,calibrate,0.0
3.584293598692608,1e-05,0.0,0.5,48,calibrate,calibrate,0.0
0.6753421303145424,1e-05,0.0,0.5,49,calibrate,calibrate,0.0
2.1549054148326805,1e-05,,,100,warmup,warmup,4.643617346875207
0.3696479594960381,1e-05,,,101,warmup,warmup,4.780256960834791
1.835476678270034,1e-05,,,102,warmup,warmup,8.149231597307988
0.40310863276455855,1e-05,,,103,warmup,warmup,8.3117281671173
1.3877589646575081,1e-05,,,104,warmup,warmup,10.23760311110458
1.11003587360455,1e-05,,,105,warmup,warmup,11.469782751793597
0.7519875751967502,1e-05,,,106,warmup,warmup,12.035268065043885
1.2027450096777326,1e-05,,,107,warmup,warmup,13.481863623348573
2.0283752461786957,1e-05,,,108,warmup,warmup,17.59616976265906
0.03336318814564909,1e-05,,,109,warmup,warmup,17.5972828649823
0.3443198866118502,1e-05,,,110,warmup,warmup,17.715839049298697
1.013096249173118,1e-05,,,111,warmup,warmup,18.742203059387336
1.3170228330555984,1e-05,,,112,warmup,warmup,20.47675220217713
2.0119574270960534,1e-05,,,113,warmup,warmup,24.524724890624103
3.165967679633029,1e-05,,,114,warmup,warmup,34.54807623910505
2.887213573951688,1e-05,,,115,warmup,warmup,42.884078460715926
1.4736706002417272,1e-05,,,116,warmup,warmup,45.05578349873274
0.4351546559152686,1e-05,,,117,warmup,warmup,45.24514307329747
0.797637744381011,1e-05,,,118,warmup,warmup,45.881369044558696
0.7378906478555782,1e-05,,,119,warmup,warmup,46.42585165275142
2.8283197240659184,1e-05,,,120,warmup,warmup,54.42524411429173
1.5898379106306584,1e-05,,,121,warmup,warmup,56.95282869637019
0.12894685192249256,1e-05,,,122,warmup,warmup,56.96945598699091
0.6232039683980739,1e-05,,,123,warmup,warmup,57.35783917321802
0.9291381072517533,1e-05,,,124,warmup,warmup,58.221136795565386
2.401053910961564,1e-05,,,125,warmup,warmup,63.98619667890921
0.25507819685351674,1e-05,,,126,warmup,warmup,64.05126156541925
0.6906884028836151,1e-05,,,127,warmup,warmup,64.52831203529718
0.8442420386746337,1e-05,,,128,warmup,warmup,65.24105665516268
1.699367310014945,1e-05,,,129,warmup,warmup,68.12890590951011
1.5226597936044342,1e-05,,,130,warmup,warmup,70.44739875656961
0.32857256482824004,1e-05,,,131,warmup,warmup,70.55535868692742
2.0292145165648536,1e-05,,,132,warmup,warmup,74.67307024116495
1.3192549684304646,1e-05,,,133,warmup,warmup,76.41350391289342
1.8334999206553166,1e-05,,,134,warmup,warmup,79.77522587193647
0.6790120969948816,1e-05,,,135,warmup,warmup,80.23628329980185
0.2939581459433436,1e-05,,,136,warmup,warmup,80.3226946913683
0.04674588076070085,1e-05,,,137,warmup,warmup,80.32487986873639
0.48688423001125436,1e-05,,,138,warmup,warmup,80.56193612217004
0.26966351195986693,1e-05,,,139,warmup,warmup,80.63465453185256
0.7377538710993831,1e-05,,,140,warmup,warmup,81.17893530617468
1.3420671439408478,1e-05,,,141,warmup,warmup,82.98007952502023
1.1955428298147215,1e-05,,,142,warmup,warmup,84.40940218294162
0.17739218783382515,1e-05,,,143,warmup,warmup,84.44087017124609
0.02943571264721112,1e-05,,,144,warmup,warmup,84.44173663242513
0.47826564046216635,1e-05,,,145,warmup,warmup,84.67047465527182
0.14606742536386852,1e-05,,,146,warmup,warmup,84.69181034802425
0.6089378844541227,1e-05,,,147,warmup,warmup,85.06261569514771
1.220015536047973,1e-05,,,148,warmup,warmup,86.55105360334613
0.855189251620379,1e-05,,,149,warmup,warmup,87.28240225943316
1.8267388208964674,1e-05,,,150,warmup,warmup,90.61937697920337
0.9289292156307588,1e-05,,,151,warmup,warmup,91.48228646685574
1.0590425414520128,1e-05,,,152,warmup,warmup,92.60385757146088
2.6858935280659786,1e-05,,,153,warmup,warmup,99.81788161556759
0.8868903465535902,1e-05,,,154,warmup,warmup,100.60445610237754
0.38945525158935,1e-05,,,155,warmup,warmup,100.75613149536807
0.6612651858512777,1e-05,,,156,warmup,warmup,101.193403141387
0.5421584713407017,1e-05,,,157,warmup,warmup,101.48733894943348
0.8297192967765956,1e-05,,,158,warmup,warmup,102.17577306087692
0.6362789362089556,1e-05,,,159,warmup,warmup,102.58062394554013
0.858928262450493,1e-05,,,160,warmup,warmup,103.31838170557634
1.3351844082212256,1e-05,,,161,warmup,warmup,105.10109910953341
0.015138428402064363,1e-05,,,162,warmup,warmup,105.1013282815479
0.7545443785212251,1e-05,,,163,warmup,warmup,105.67066550070588
0.7034894330421766,1e-05,,,164,warmup,warmup,106.16556288310788
0.4078837221202427,1e-05,,,165,warmup,warmup,106.33193201387854
0.1380005434659024,1e-05,,,166,warmup,warmup,106.35097616387543
0.6023459209491319,1e-05,,,167,warmup,warmup,106.71379677235949
0.9315464883254476,1e-05,,,168,warmup,warmup,107.58157563227095
0.2166979327371652,1e-05,,,169,warmup,warmup,107.62853362632352
0.4689908886507741,1e-05,,,170,warmup,warmup,107.84848607996096
0.49570316149774873,1e-05,,,171,warmup,warmup,108.09420770427982
0.11022497084529226,1e-05,,,172,warmup,warmup,108.10635724847766
0.4938768522096655,1e-05,,,173,warmup,warmup,108.35027159362619
0.17425059250189223,1e-05,,,174,warmup,warmup,108.38063486261345
0.8799822969360003,1e-05,,,175,warmup,warmup,109.15500370553421
0.2075133855068212,1e-05,,,176,warmup,warmup,109.19806551069871
0.8626397695128656,1e-05,,,177,warmup,warmup,109.94221288264391
1.0252692985303806,1e-05,,,178,warmup,warmup,110.99339001715289
0.08285887191438379,1e-05,,,179,warmup,warmup,111.00025560980781
1.1361765120351093,1e-05,,,180,warmup,warmup,112.29115267630807
0.488060977517609,1e-05,,,181,warmup,warmup,112.52935619408352
0.33857042639696133,1e-05,,,182,warmup,warmup,112.64398612771414
0.5496468190868624,1e-05,,,183,warmup,warmup,112.94609775344645
0.2499015083120565,1e-05,,,184,warmup,warmup,113.0085485173031
0.6311493553918512,1e-05,,,185,warmup,warmup,113.40689802611465
0.18871393736417552,1e-05,,,186,warmup,warmup,113.44251097627014
0.6166816089182688,1e-05,,,187,warmup,warmup,113.82280718304817
0.12678849760848188,1e-05,,,188,warmup,warmup,113.83888250617399
0.768328459754539,1e-05,,,189,warmup,warmup,114.42921112824277
0.07014331769288829,1e-05,,,190,warmup,warmup,114.43413121325973
0.7412017094374925,1e-05,,,191,warmup,warmup,114.9835111873328
0.06819834581818895,1e-05,,,192,warmup,warmup,114.98816220170514
0.2713059701665408,1e-05,,,193,warmup,warmup,115.06176913115314
0.4467441309106449,1e-05,,,194,warmup,warmup,115.26134944965625
0.5365814031773386,1e-05,,,195,warmup,warmup,115.54926905189201
