acc,delta_total,eps_converted,eps_remaining,event,event_type,op,regret
4.665830856587067,1e-05,0.0,0.5,0,calibrate,calibrate,0.0
4.199532998848251,1e-05,0.0,0.5,1,calibrate,calibrate,0.0
26.99237815574145,1e-05,0.0,0.5,2,calibrate,calibrate,0.0
32.80980129616159,1e-05,0.0,0.5,3,calibrate,calibrate,0.0
7.62227017272337,1e-05,0.0,0.5,4,calibrate,calibrate,0.0
31.35884788595975,1e-05,0.0,0.5,5,calibrate,calibrate,0.0
11.591308522613293,1e-05,0.0,0.5,6,calibrate,calibrate,0.0
22.875588990633712,1e-05,0.0,0.5,7,calibrate,calibrate,0.0
19.097607078769347,1e-05,0.0,0.5,8,calibrate,calibrate,0.0
31.154653926268672,1e-05,0.0,0.5,9,calibrate,calibrate,0.0
13.571596529944843,1e-05,0.0,0.5,10,calibrate,calibrate,0.0
13.337670501237312,1e-05,0.0,0.5,11,calibrate,calibrate,0.0
9.485738514792473,1e-05,0.0,0.5,12,calibrate,calibrate,0.0
4.688780217828776,1e-05,0.0,0.5,13,calibrate,calibrate,0.0
16.66549305231056,1e-05,0.0,0.5,14,calibrate,calibrate,0.0
19.408041327768686,1e-05,0.0,0.5,15,calibrate,calibrate,0.0
10.587537555237255,1e-05,0.0,0.5,16,calibrate,calibrate,0.0
6.455396415159654,1e-05,0.0,0.5,17,calibrate,calibrate,0.0
3.663105183863231,1e-05,0.0,0.5,18,calibrate,calibrate,0.0
18.151864775367304,1e-05,0.0,0.5,19,calibrate,calibrate,0.0
13.324897547609318,1e-05,0.0,0.5,20,calibrate,calibrate,0.0
6.828692614401951,1e-05,0.0,0.5,21,calibrate,calibrate,0.0
10.232811020513632,1e-05,0.0,0.5,22,calibrate,calibrate,0.0
7.169592992663599,1e-05,0.0,0.5,23,calibrate,calibrate,0.0
52.94888782436922,1e-05,0.0,0.5,24,calibrate,calibrate,0.0
33.71910565663975,1e-05,0.0,0.5,25,calibrate,calibrate,0.0
12.679860253192864,1e-05,0.0,0.5,26,calibrate,calibrate,0.0
23.471644199864368,1e-05,0.0,0.5,27,calibrate,calibrate,0.0
3.2924507646009085,1e-05,0.0,0.5,28,calibrate,calibrate,0.0
13.00484514456538,1e-05,0.0,0.5,29,calibrate,calibrate,0.0
26.80785484589723,1e-05,0.0,0.5,30,calibrate,calibrate,0.0
44.98779055044711,1e-05,0.0,0.5,31,calibrate,calibrate,0.0
1.0622375576650542,1e-05,0.0,0.5,32,calibrate,calibrate,0.0
2.325206696846692,1e-05,0.0,0.5,33,calibrate,calibrate,0.0
7.561634650466889,1e-05,0.0,0.5,34,calibrate,calibrate,0.0
7.844773947365916,1e-05,0.0,0.5,35,calibrate,calibrate,0.0
8.370397552629866,1e-05,0.0,0.5,36,calibrate,calibrate,0.0
13.912413703095472,1e-05,0.0,0.5,37,calibrate,calibrate,0.0
30.25579235459889,1e-05,0.0,0.5,38,calibrate,calibrate,0.0
1.0225120897440694,1e-05,0.0,0.5,39,calibrate,calibrate,0.0
5.658492241058104,1e-05,0.0,0.5,40,calibrate,calibrate,0.0
5.030382505749804,1e-05,0.0,0.5,41,calibrate,calibrate,0.0
17.933814534682874,1e-05,0.0,0.5,42,calibrate,calibrate,0.0
17.08759381388878,1e-05,0.0,0.5,43,calibrate,calibrate,0.0
17.978976194714924,1e-05,0.0,0.5,44,calibrate,calibrate,0.0
2.9387184593738085,1e-05,0.0,0.5,45,calibrate,calibrate,0.0
12.010911063032662,1e-05,0.0,0.5,46,calibrate,calibrate,0.0
14.389568711918034,1e-05,0.0,0.5,47,calibrate,calibrate,0.0
27.128650798720425,1e-05,0.0,0.5,48,calibrate,calibrate,0.0
11.014801298665716,1e-05,0.0,0.5,49,calibrate,calibrate,0.0
10.13655549806575,1e-05,,,100,warmup,warmup,102.74975736536699
10.795520839572088,1e-05,,,101,warmup,warmup,219.29302756300223
3.9588068112709736,1e-05,,,102,warmup,warmup,234.96517893196767
8.803272982832906,1e-05,,,103,warmup,warmup,312.46279414224347
8.610692720231565,1e-05,,,104,warmup,warmup,386.60682326449233
13.982448742186921,1e-05,,,105,warmup,warmup,582.115696092377
9.266871002325924,1e-05,,,106,warmup,warmup,667.9905942661261
5.23935528608303,1e-05,,,107,warmup,warmup,695.4414380799323
9.986572774101596,1e-05,,,108,warmup,warmup,795.1730738523595
9.156329206005095,1e-05,,,109,warmup,warmup,879.0114383811014
9.640395757704553,1e-05,,,110,warmup,warmup,971.9486687462693
20.98855136751286,1e-05,,,111,warmup,warmup,1412.4679572529951
16.81293414412838,1e-05,,,112,warmup,warmup,1695.142711787793
12.163006525617499,1e-05,,,113,warmup,warmup,1843.0814395300067
0.5236163888519592,1e-05,,,114,warmup,warmup,1843.355613652681
6.366375551260884,1e-05,,,115,warmup,warmup,1883.8863513123733
4.305365641412101,1e-05,,,116,warmup,warmup,1902.4225246186252
4.5253032515950515,1e-05,,,117,warmup,warmup,1922.9008941375218
15.018395473614692,1e-05,,,118,warmup,warmup,2148.453096739412
20.603079230115902,1e-05,,,119,warmup,warmup,2572.9399705018454
2.84676810507132,1e-05,,,120,warmup,warmup,2581.044059145897
10.89993996336717,1e-05,,,121,warmup,warmup,2699.852750350906
3.449150674595395,1e-05,,,122,warmup,warmup,2711.7493907269677
8.430933916619562,1e-05,,,123,warmup,warmup,2782.830037433374
15.169255526511607,1e-05,,,124,warmup,warmup,3012.936350661977
8.734133643348603,1e-05,,,125,warmup,warmup,3089.221441161851
1.4369957026951528,1e-05,,,126,warmup,warmup,3091.2863978114156
0.2961070667555168,1e-05,,,127,warmup,warmup,3091.374077206398
0.5384818822559743,1e-05,,,128,warmup,warmup,3091.6640399439157
0.5962228431832166,1e-05,,,129,warmup,warmup,3092.0195216226493
