event,op,regret,acc,eps_spent,capacity_remaining
0,insert,1151576597390724.8,7201.958820356467,0.0,inf
1,insert,1151576639301876.5,6473.8822768988875,0.0,inf
2,insert,1151576642946346.2,1909.0494113926839,0.0,inf
3,insert,1151576647235329.8,2070.986113933169,0.0,inf
4,insert,1151576653690123.5,2540.6285991743116,0.0,inf
5,insert,1151576653836678.0,382.8242287232413,0.0,inf
6,insert,1151576653910225.8,271.1969935395632,0.0,inf
7,insert,1151576656840912.5,1711.9248914135871,0.0,inf
8,insert,1151576660487949.8,1909.7217602011524,0.0,inf
9,insert,1151576661344327.2,925.4066856140456,0.0,inf
10,insert,1151576662311428.5,983.4130453702982,0.0,inf
11,insert,1151576663649425.5,1156.718249972821,0.0,inf
12,insert,1151576680570143.2,4113.480009509107,0.0,inf
13,insert,1151576680570158.8,3.9373823015275775,0.0,inf
14,insert,1151576680585582.5,124.19281005333687,0.0,inf
15,insert,1151576680979071.5,627.2870045344548,0.0,inf
16,insert,1151576684365872.0,1840.3261907427295,0.0,inf
17,insert,1151576684838730.5,687.6471083264707,0.0,inf
18,insert,1151576686067607.0,1108.5470530853372,0.0,inf
19,insert,1151576697413821.0,3368.4141780019436,0.0,inf
20,insert,1151576697468207.5,233.208905465714,0.0,inf
21,insert,1151576698430330.0,980.8784888247815,0.0,inf
22,insert,1151576723614716.8,5018.404813509931,0.0,inf
23,insert,1151576727599723.8,1996.24821585253,0.0,inf
24,insert,1151576727724775.5,353.62652620207996,0.0,inf
25,insert,1151576728816871.8,1045.0341258161843,0.0,inf
26,insert,1151576729190112.8,610.9346176483978,0.0,inf
27,insert,1151576753562129.5,4936.802268589086,0.0,inf
28,insert,1151576773553752.0,4471.1992236900805,0.0,inf
29,insert,1151576780112637.8,2561.032141835257,0.0,inf
30,insert,1151576780208441.8,309.5220765436952,0.0,inf
31,insert,1151576781717469.5,1228.4248720653634,0.0,inf
32,insert,1151576782602549.8,940.787064339381,0.0,inf
33,insert,1151576786132983.8,1878.9449140611955,0.0,inf
34,insert,1151576786149870.2,129.94813944853433,0.0,inf
35,insert,1151576786209775.2,244.75475875687061,0.0,inf
36,insert,1151576786531838.0,567.5056591560492,0.0,inf
37,insert,1151576792157029.8,2371.7486954334763,0.0,inf
38,insert,1151576794703548.5,1595.781581965839,0.0,inf
39,insert,1151576803616104.8,2985.3904540794906,0.0,inf
40,insert,1151576805131221.8,1230.9009018615195,0.0,inf
41,insert,1151576805255359.0,352.3312523911509,0.0,inf
42,insert,1151576813009428.8,2784.613044848302,0.0,inf
43,insert,1151576821729736.5,2953.016713181744,0.0,inf
44,insert,1151576822821830.2,1045.0329375844603,0.0,inf
45,insert,1151576825391785.0,1603.1078716479997,0.0,inf
46,insert,1151576847733978.5,4726.75294331066,0.0,inf
47,insert,1151576848231738.5,705.5210515008903,0.0,inf
48,insert,1151576860550403.5,3509.7955620213697,0.0,inf
49,insert,1151576864345618.0,1948.1310548265637,0.0,inf
50,insert,1151576879035358.5,3832.7197244819527,0.0,inf
51,insert,1151576885650981.2,2572.0853140521194,0.0,inf
52,insert,1151576895362345.2,3116.306143084322,0.0,inf
53,insert,1151576914466941.5,4370.880501914156,0.0,inf
54,insert,1151576915912706.8,1202.3998340302053,0.0,inf
55,insert,1151576916957615.8,1022.207895595945,0.0,inf
56,insert,1151576918908408.2,1396.7077547839613,0.0,inf
57,insert,1151576920650002.0,1319.6945387543788,0.0,inf
58,insert,1151576920990482.0,583.5066876067937,0.0,inf
59,insert,1151576929994343.2,3000.6434853386163,0.0,inf
60,insert,1151576938966159.0,2995.298955054578,0.0,inf
61,insert,1151576941490346.8,1588.769229649436,0.0,inf
62,insert,1151576944283218.8,1671.1888302369139,0.0,inf
63,insert,1151576959408674.5,3889.1458926899163,0.0,inf
64,insert,1151576975105898.2,3961.9722069877384,0.0,inf
65,insert,1151576978512461.0,1845.6876091153972,0.0,inf
66,insert,1151576978625323.0,335.949473880994,0.0,inf
67,insert,1151576982391764.8,1940.7322551351574,0.0,inf
68,insert,1151577000568569.0,4263.426365268666,0.0,inf
69,insert,1151577000608547.5,199.94624062953835,0.0,inf
70,insert,1151577009815555.5,3034.305188752448,0.0,inf
71,insert,1151577011053823.5,1112.7749102844991,0.0,inf
72,insert,1151577014725794.5,1916.2387839148107,0.0,inf
73,insert,1151577015187094.8,679.1908381061019,0.0,inf
74,insert,1151577018046085.8,1690.8550965682489,0.0,inf
75,insert,1151577019318513.8,1128.019493154068,0.0,inf
76,insert,1151577020200520.5,939.1522037825463,0.0,inf
77,insert,1151577027257417.2,2656.4820168098295,0.0,inf
78,insert,1151577038290132.0,3321.5530715800896,0.0,inf
79,insert,1151577038554568.0,514.2333581134069,0.0,inf
80,insert,1151577044009644.0,2335.610422129699,0.0,inf
81,insert,1151577046476512.5,1570.626768268156,0.0,inf
82,insert,1151577046835382.5,599.0576455310563,0.0,inf
83,insert,1151577050260083.0,1850.594607655605,0.0,inf
84,insert,1151577052456357.8,1481.983415620651,0.0,inf
85,insert,1151577053876181.5,1191.5636131104534,0.0,inf
86,insert,1151577063841075.0,3156.721963834112,0.0,inf
87,insert,1151577064323644.0,694.6718082098373,0.0,inf
88,insert,1151577065359170.0,1017.608033996522,0.0,inf
89,insert,1151577065359326.2,12.496702825064858,0.0,inf
90,insert,1151577073623546.2,2874.7556458701347,0.0,inf
91,insert,1151577073650629.8,164.57101408032622,0.0,inf
92,insert,1151577074324105.0,820.6553037155766,0.0,inf
93,insert,1151577074324904.0,28.26607892756101,0.0,inf
94,insert,1151577076262594.0,1392.0093172399106,0.0,inf
95,insert,1151577105730717.2,5428.454953500793,0.0,inf
96,insert,1151577122581451.5,4104.964593463193,0.0,inf
97,insert,1151577126824881.5,2059.9587653720546,0.0,inf
98,insert,1151577130698403.5,1968.1265125103478,0.0,inf
99,insert,1151577134881606.8,2045.2880762318969,0.0,inf
100,insert,1151577134906253.0,156.99106404116378,0.0,inf
101,insert,1151577134912985.2,82.04972086649104,0.0,inf
102,insert,1151577145080197.2,3188.6065797764013,0.0,inf
103,insert,1151577145150399.2,264.9563969827791,0.0,inf
104,insert,1151577157216461.5,3473.623794500338,0.0,inf
105,insert,1151577157647425.2,656.4783488927696,0.0,inf
106,insert,1151577165351394.2,2775.6024670374645,0.0,inf
107,insert,1151577182600726.8,4153.231576580994,0.0,inf
108,insert,1151577191128509.5,2920.2367616089646,0.0,inf
109,insert,1151577198142944.0,2648.4777692420403,0.0,inf
110,insert,1151577202667930.0,2127.2014603283337,0.0,inf
111,insert,1151577239875230.8,6099.778744480854,0.0,inf
112,insert,1151577239875918.2,26.218215751541265,0.0,inf
113,insert,1151577254345367.5,3803.872937399835,0.0,inf
114,insert,1151577254384288.0,197.2829246026604,0.0,inf
115,insert,1151577255303149.8,958.572710558964,0.0,inf
116,insert,1151577271924824.8,4076.968839502581,0.0,inf
117,insert,1151577279992990.8,2840.4517257081357,0.0,inf
118,insert,1151577282839015.0,1687.0163806823405,0.0,inf
119,insert,1151577284845367.0,1416.4575109243256,0.0,inf
120,insert,1151577285255921.0,640.7449289806741,0.0,inf
121,insert,1151577289608019.0,2086.168263360598,0.0,inf
122,insert,1151577327387499.2,6146.501467694054,0.0,inf
123,insert,1151577328289209.5,949.58428556322,0.0,inf
124,insert,1151577328295200.8,77.40354465312635,0.0,inf
125,insert,1151577337492476.2,3032.7010232047896,0.0,inf
126,insert,1151577338043512.5,742.3181482395034,0.0,inf
127,insert,1151577351717203.0,3697.7953465714763,0.0,inf
128,insert,1151577355145669.5,1851.6118430030986,0.0,inf
129,insert,1151577355188654.8,207.32856815645164,0.0,inf
130,insert,1151577363745867.0,2925.2713063918072,0.0,inf
131,insert,1151577370741453.5,2644.9171217531843,0.0,inf
132,insert,1151577394803939.5,4905.3527948444735,0.0,inf
133,insert,1151577395688778.5,940.6588531433504,0.0,inf
134,insert,1151577395694740.0,77.21011866437084,0.0,inf
135,insert,1151577412759025.8,4130.894060514131,0.0,inf
136,insert,1151577412775117.0,126.85097553378682,0.0,inf
137,insert,1151577424604469.2,3439.3825410271934,0.0,inf
138,insert,1151577425600451.8,997.9892784038301,0.0,inf
139,insert,1151577425631990.0,177.59037762736148,0.0,inf
140,insert,1151577425636611.8,67.983383008896,0.0,inf
141,insert,1151577425955211.5,564.446500950191,0.0,inf
142,insert,1151577427559952.5,1266.7836859313666,0.0,inf
143,insert,1151577428579151.2,1009.5536859036483,0.0,inf
144,insert,1151577429327741.2,865.2109931195671,0.0,inf
145,insert,1151577431444550.8,1454.92592849616,0.0,inf
146,insert,1151577432069019.0,790.2330853986322,0.0,inf
147,insert,1151577432783324.2,845.1657636208724,0.0,inf
148,insert,1151577438041349.5,2293.038457731505,0.0,inf
149,insert,1151577456084874.5,4247.767062312101,0.0,inf
150,insert,1151577457267121.0,1087.311536277381,0.0,inf
151,insert,1151577458593827.0,1151.8271973376945,0.0,inf
152,insert,1151577458980966.2,622.2051044626058,0.0,inf
153,insert,1151577475927044.2,4116.5614145497675,0.0,inf
154,insert,1151577481494965.5,2359.6442898576106,0.0,inf
155,insert,1151577495722697.0,3771.9665285707697,0.0,inf
156,insert,1151577495989435.0,516.466883393829,0.0,inf
157,insert,1151577496016915.0,165.77055769140816,0.0,inf
158,insert,1151577507346317.2,3365.9177380105675,0.0,inf
159,insert,1151577510238129.2,1700.5328232384354,0.0,inf
160,insert,1151577510351309.8,336.4232090020738,0.0,inf
161,insert,1151577511767134.2,1189.8842343897313,0.0,inf
162,insert,1151577512627290.5,927.4460570816518,0.0,inf
163,insert,1151577524225558.5,3405.6229915018866,0.0,inf
164,insert,1151577525386825.2,1077.6208584219653,0.0,inf
165,insert,1151577525711431.0,569.7418628922942,0.0,inf
166,insert,1151577525818755.8,327.60458110995756,0.0,inf
167,insert,1151577527570129.2,1323.3946750516852,0.0,inf
168,insert,1151577528055879.5,696.9577840233655,0.0,inf
169,insert,1151577528475641.5,647.8903334950232,0.0,inf
170,insert,1151577532202778.8,1930.5795187375518,0.0,inf
171,insert,1151577535804304.0,1897.7685036770572,0.0,inf
172,insert,1151577539987323.2,2045.243094887492,0.0,inf
173,insert,1151577560471792.8,4525.977194862808,0.0,inf
174,insert,1151577563981261.0,1873.35746284885,0.0,inf
175,insert,1151577565992657.2,1418.2369906260938,0.0,inf
176,insert,1151577571203746.0,2282.7809055452144,0.0,inf
177,insert,1151577581330268.5,3182.2197273259567,0.0,inf
178,insert,1151577581381787.2,226.97735403939078,0.0,inf
179,insert,1151577584475490.0,1758.8924473300722,0.0,inf
180,insert,1151577597286848.8,3579.295858885296,0.0,inf
181,insert,1151577621747826.5,4945.804060217559,0.0,inf
182,insert,1151577622694326.2,972.8821391047645,0.0,inf
183,insert,1151577622778511.5,290.1468480474059,0.0,inf
184,insert,1151577624560586.0,1334.9435874869735,0.0,inf
185,insert,1151577640267435.8,3963.186829808901,0.0,inf
186,insert,1151577661702954.5,4629.850830455472,0.0,inf
187,insert,1151577664167919.5,1570.0206974850998,0.0,inf
188,insert,1151577677228281.0,3613.912213978055,0.0,inf
189,insert,1151577679029224.5,1341.9923784479797,0.0,inf
190,insert,1151577679587494.0,747.1743315522151,0.0,inf
191,insert,1151577679825103.8,487.45231644008936,0.0,inf
192,insert,1151577680045626.8,469.5986516009772,0.0,inf
193,insert,1151577685000993.5,2226.0652801672236,0.0,inf
194,insert,1151577694128512.8,3021.1784462452138,0.0,inf
195,insert,1151577695241394.8,1054.9322657809748,0.0,inf
196,insert,1151577696722573.0,1217.036656858928,0.0,inf
197,insert,1151577699091144.2,1539.0162872495425,0.0,inf
198,insert,1151577711219951.2,3482.643679080159,0.0,inf
199,insert,1151577712504118.2,1133.2109081038152,0.0,inf
200,insert,1151577714026560.5,1233.8728578027776,0.0,inf
201,insert,1151577715930938.2,1379.9919137855593,0.0,inf
202,insert,1151577719549456.2,1902.2402730613167,0.0,inf
203,insert,1151577724941395.8,2322.0550280473417,0.0,inf
204,insert,1151577732278780.8,2708.760776705595,0.0,inf
205,insert,1151577732616304.8,580.9681724202346,0.0,inf
206,insert,1151577735509124.0,1700.8290003152601,0.0,inf
207,insert,1151577747973496.2,3530.491784113411,0.0,inf
208,insert,1151577748496702.0,723.3296586748381,0.0,inf
209,insert,1151577748679825.0,427.9288217373228,0.0,inf
210,insert,1151577748744987.0,255.2684296238515,0.0,inf
211,insert,1151577748805968.0,246.94310704163593,0.0,inf
212,insert,1151577762702403.8,3727.792335400474,0.0,inf
213,insert,1151577767522868.8,2195.5557486075727,0.0,inf
214,insert,1151577768863207.8,1157.7301259387032,0.0,inf
215,insert,1151577769082314.0,468.087749916785,0.0,inf
216,insert,1151577770087389.2,1002.534410325685,0.0,inf
217,insert,1151577785438333.5,3918.0281172105906,0.0,inf
218,insert,1151577803806972.8,4285.865039236426,0.0,inf
219,insert,1151577804468310.8,813.2269330695462,0.0,inf
220,insert,1151577806327532.0,1363.5325978518947,0.0,inf
221,insert,1151577806901040.2,757.3033279433168,0.0,inf
222,insert,1151577815533896.8,2938.172298235554,0.0,inf
223,insert,1151577816516748.8,991.3888982673648,0.0,inf
224,insert,1151577824881756.2,2892.232285340398,0.0,inf
225,insert,1151577842247230.2,4167.190176863392,0.0,inf
226,insert,1151577846161943.5,1978.5634394891265,0.0,inf
227,insert,1151577846204546.8,206.40542135752185,0.0,inf
228,insert,1151577847557116.5,1163.0003185204378,0.0,inf
229,insert,1151577848779962.8,1105.8237349854583,0.0,inf
230,insert,1151577854122609.2,2311.416550435647,0.0,inf
231,insert,1151577854255190.2,364.1165748043163,0.0,inf
232,insert,1151577855041254.8,886.6027254079529,0.0,inf
233,insert,1151577857535245.2,1579.2372915183205,0.0,inf
234,insert,1151577860267687.5,1653.0100307619523,0.0,inf
235,insert,1151577869310262.2,3007.0874103395167,0.0,inf
236,insert,1151577869414360.5,322.64270245586385,0.0,inf
237,insert,1151577876029431.0,2571.97791123808,0.0,inf
238,insert,1151577877828417.2,1341.2628928113718,0.0,inf
239,insert,1151577881168892.0,1827.6965669553254,0.0,inf
240,insert,1151577881326547.0,397.05805759619625,0.0,inf
241,insert,1151577891735599.5,3226.3063364966474,0.0,inf
242,insert,1151577915163951.0,4840.2842384365385,0.0,inf
243,insert,1151577915906899.2,861.9444795103054,0.0,inf
244,insert,1151577915960543.0,231.6114047732467,0.0,inf
245,insert,1151577916074179.8,337.10055316857984,0.0,inf
246,insert,1151577916773734.5,836.3938617991905,0.0,inf
247,insert,1151577919659658.8,1698.8008509697006,0.0,inf
248,insert,1151577932198830.8,3541.0693403388645,0.0,inf
249,insert,1151577932852983.0,808.7967635802793,0.0,inf
250,insert,1151577935634320.8,1667.7343494985125,0.0,inf
251,insert,1151577938001444.0,1538.5458550602993,0.0,inf
252,insert,1151577946349112.8,2889.2332616929816,0.0,inf
253,insert,1151577952250708.0,2429.31992110532,0.0,inf
254,insert,1151577963404743.5,3339.7657755494406,0.0,inf
255,insert,1151577964793414.8,1178.4189638408766,0.0,inf
256,insert,1151577965320896.5,726.279302856329,0.0,inf
257,insert,1151577976832596.5,3392.889622075352,0.0,inf
258,insert,1151577976832661.0,8.032884494193695,0.0,inf
259,insert,1151577983301962.0,2543.4820785382676,0.0,inf
260,insert,1151577994162726.2,3295.567360903173,0.0,inf
261,insert,1151577997722944.0,1886.8539115517842,0.0,inf
262,insert,1151578020180538.2,4738.944416772421,0.0,inf
263,insert,1151578028439977.2,2873.923961369839,0.0,inf
264,insert,1151578034031279.2,2364.593412195287,0.0,inf
265,insert,1151578035689467.2,1287.7064543940864,0.0,inf
266,insert,1151578037210502.0,1233.3023942914904,0.0,inf
267,insert,1151578051617826.2,3795.6981307187693,0.0,inf
268,insert,1151578055232348.0,1901.189529559155,0.0,inf
269,insert,1151578056839829.2,1267.8648881728898,0.0,inf
270,insert,1151578057067593.2,477.24628816452264,0.0,inf
271,insert,1151578062523039.5,2335.689665754392,0.0,inf
272,insert,1151578075265050.8,3569.5953894722265,0.0,inf
273,insert,1151578075928663.2,814.624149884587,0.0,inf
274,insert,1151578076178895.0,500.2315780182266,0.0,inf
275,insert,1151578076178922.5,5.24809812372132,0.0,inf
276,insert,1151578079154331.0,1724.9372382192435,0.0,inf
277,insert,1151578079206888.8,229.25456219580497,0.0,inf
278,insert,1151578085878775.0,2582.999443673923,0.0,inf
279,insert,1151578088210863.0,1527.1175471530478,0.0,inf
280,insert,1151578088299973.8,298.5141173380075,0.0,inf
281,insert,1151578089352465.2,1025.9101102513666,0.0,inf
282,insert,1151578094434816.0,2254.4069846156826,0.0,inf
283,insert,1151578095535384.5,1049.079856611996,0.0,inf
284,insert,1151578097497573.2,1400.7814791853484,0.0,inf
