event,op,regret,acc,eps_spent,capacity_remaining
0,insert,1149237327447486.0,326218.0504728466,0.0,inf
1,insert,1149278038668284.0,201770.21781697756,0.0,inf
2,insert,1149288517900027.2,102368.11878367813,0.0,inf
3,insert,1149288633030889.8,10729.905050524016,0.0,inf
4,insert,1149288735771948.0,10136.126395044403,0.0,inf
5,insert,1149289650448177.2,30243.61468581157,0.0,inf
6,insert,1149289693983402.2,6598.122840228676,0.0,inf
7,insert,1149289837123500.2,11964.117102043296,0.0,inf
8,insert,1149289841123093.2,1999.8982730467578,0.0,inf
9,insert,1149290317536800.5,21826.903290813258,0.0,inf
10,insert,1149290317907554.2,608.8954528863324,0.0,inf
11,insert,1149290327621659.2,3116.7458864694927,0.0,inf
12,insert,1149290749457575.2,20538.644455047965,0.0,inf
13,insert,1149292679790614.5,43935.55552463419,0.0,inf
14,insert,1149293158308836.2,21875.059353618402,0.0,inf
15,insert,1149293732397517.2,23960.147767592287,0.0,inf
16,insert,1149293854251444.5,11038.74663389138,0.0,inf
17,insert,1149294303392992.5,21192.959871650473,0.0,inf
18,insert,1149296389096429.8,45669.50226596017,0.0,inf
19,insert,1149298020398415.0,40389.3796082607,0.0,inf
20,insert,1149298660341672.0,25297.099775715575,0.0,inf
21,insert,1149298758484905.2,9906.726662034329,0.0,inf
22,insert,1149299134080616.2,19380.291820376726,0.0,inf
23,insert,1149304614254190.8,74028.19445591539,0.0,inf
24,insert,1149305279504665.2,25792.449952417563,0.0,inf
25,insert,1149305345351995.8,8114.636802239329,0.0,inf
26,insert,1149305473781320.0,11332.666243131578,0.0,inf
27,insert,1149306720491813.8,35308.78777036589,0.0,inf
28,insert,1149309935525557.8,56701.26756899107,0.0,inf
29,insert,1149310971012040.0,32178.975779135377,0.0,inf
30,insert,1149311569539177.8,24464.81427843307,0.0,inf
31,insert,1149318776703134.0,84895.0172636275,0.0,inf
32,insert,1149318800615563.8,4890.033713415745,0.0,inf
33,insert,1149320819943138.0,44936.9288482612,0.0,inf
34,insert,1149321413917727.2,24371.59389866244,0.0,inf
35,insert,1149323615330363.2,46919.2139309765,0.0,inf
36,insert,1149323615690971.5,600.5066808778502,0.0,inf
37,insert,1149323632853096.2,4142.719474888487,0.0,inf
38,insert,1149323787684938.8,12443.14439840326,0.0,inf
39,insert,1149334384385748.0,102940.27787577166,0.0,inf
40,insert,1149345313329307.0,104541.5877011159,0.0,inf
41,insert,1149345346233372.5,5736.206541033527,0.0,inf
42,insert,1149346291787975.5,30749.87159288883,0.0,inf
