event,op,regret,acc,eps_spent,capacity_remaining
0,insert,1151588000583438.2,331.681523903245,0.0,inf
1,insert,1151588000648188.5,254.4607387455094,0.0,inf
2,insert,1151588000681943.5,183.72549794864636,0.0,inf
3,insert,1151588000692444.5,102.4744972947027,0.0,inf
4,insert,1151588000709480.8,130.52250895001643,0.0,inf
5,insert,1151588000720034.5,102.73135894624329,0.0,inf
6,insert,1151588000724535.2,67.0868960308857,0.0,inf
7,insert,1151588000730810.8,79.21749207458836,0.0,inf
8,insert,1151588000750114.5,138.93806701993608,0.0,inf
9,insert,1151588000750275.2,12.674403147271533,0.0,inf
10,insert,1151588000817500.2,259.27765367325696,0.0,inf
11,insert,1151588000851287.5,183.81302071399963,0.0,inf
12,insert,1151588000935563.2,290.3029635293212,0.0,inf
13,insert,1151588000935731.5,12.973885600312158,0.0,inf
14,insert,1151588000987086.2,226.61559050969353,0.0,inf
15,insert,1151588001070762.5,289.2684841903687,0.0,inf
16,insert,1151588001184248.2,336.8765117197585,0.0,inf
17,insert,1151588001184695.2,21.144920270405407,0.0,inf
18,insert,1151588001212132.2,165.64147055321985,0.0,inf
19,insert,1151588001219020.8,82.99745799531038,0.0,inf
20,insert,1151588001255987.5,192.2672156546693,0.0,inf
21,insert,1151588001268990.2,114.0293674876414,0.0,inf
22,insert,1151588001274000.5,70.78246971796872,0.0,inf
23,insert,1151588001392013.8,343.5305832804239,0.0,inf
24,insert,1151588001399047.0,83.86495564973117,0.0,inf
25,insert,1151588001429548.0,174.64500507784905,0.0,inf
26,insert,1151588001538907.2,330.69506673514036,0.0,inf
27,insert,1151588001600418.5,248.0148617422088,0.0,inf
28,insert,1151588001684304.2,289.6303464876271,0.0,inf
29,insert,1151588001744293.2,244.92645845357865,0.0,inf
30,insert,1151588001749448.2,71.79887683769414,0.0,inf
31,insert,1151588001797384.0,218.94243094079127,0.0,inf
32,insert,1151588001854952.8,239.9349800767357,0.0,inf
33,insert,1151588001862955.8,89.45907457306984,0.0,inf
34,insert,1151588001862956.5,0.9253907212785748,0.0,inf
35,insert,1151588001892995.0,173.31597735200725,0.0,inf
36,insert,1151588001898947.5,77.15229474552149,0.0,inf
37,insert,1151588001921329.8,149.60705115696896,0.0,inf
38,insert,1151588001944838.0,153.32361560890163,0.0,inf
39,insert,1151588001952980.5,90.23642222013302,0.0,inf
40,insert,1151588001954788.8,42.52287545819401,0.0,inf
41,insert,1151588001958572.0,61.508647825251344,0.0,inf
42,insert,1151588002046030.5,295.73388442957753,0.0,inf
43,insert,1151588002083220.5,192.84676892112043,0.0,inf
44,insert,1151588002124282.2,202.6371289729866,0.0,inf
45,insert,1151588002124378.0,9.790038905554951,0.0,inf
46,insert,1151588002131883.5,86.63405079557175,0.0,inf
47,insert,1151588002167618.0,189.03571783498998,0.0,inf
48,insert,1151588002216647.0,221.42501492355007,0.0,inf
49,insert,1151588002221638.8,70.65246409320963,0.0,inf
50,insert,1151588002273331.2,227.35993227158338,0.0,inf
51,insert,1151588002279217.8,76.72325215584728,0.0,inf
52,insert,1151588002305280.5,161.43928594372414,0.0,inf
53,insert,1151588002333989.5,169.43740104454434,0.0,inf
54,insert,1151588002344218.8,101.14034772792598,0.0,inf
55,insert,1151588002373622.8,171.47564326737378,0.0,inf
56,insert,1151588002392470.5,137.28736572602318,0.0,inf
