C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_regret_increment,x_norm
,,,,,0.0,0.0,906.2970219409855,6.543379327327077,eps_delta,0.0,0.0,0.03321733019083136,,none,0.0,0.0,30.104767428780868,,1e-05,0,False,1.0,0.0,,0.03321733019083136,0,0,calibrate,21.16734377752155,21.16734377752155,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000000,False,1,0,,,,0.0,4.6007981300354
,,,,,0.0,0.0,1278.5301982363694,4.574331000624587,eps_delta,0.0,0.0,0.027966911290071898,,none,0.0,0.0,0.9114674752782211,,1e-05,0,False,1.0,0.0,,0.027966911290071898,1,1,calibrate,20.829539964048365,17.789305642789728,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000001,False,2,0,,,,0.0,4.2177414894104
,,,,,0.0,0.0,1680.6537825580247,4.830948156524594,eps_delta,0.0,0.0,0.02439275598824132,,none,0.0,0.0,1.122515695392135,,1e-05,0,False,1.0,0.0,,0.02439275598824132,2,2,calibrate,20.468400341226058,17.218143735825276,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000002,False,3,0,,,,0.0,4.150948524475098
,,,,,0.0,0.0,1888.3372202564644,2.8737704612080255,eps_delta,0.0,0.0,0.02301231039694774,,none,0.0,0.0,0.829980515111872,,1e-05,0,False,1.0,0.0,,0.02301231039694774,3,3,calibrate,20.934821092443094,25.132607853396447,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000003,False,4,0,,,,0.0,5.014744758605957
,,,,,0.0,0.0,1924.448412914967,1.4714331885052618,eps_delta,0.0,0.0,0.022795381405906697,,none,0.0,0.0,0.2440356335673551,,1e-05,0,False,1.0,0.0,,0.022795381405906697,4,4,calibrate,20.49804615107734,16.567071678785553,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000004,False,5,0,,,,0.0,4.083949565887451
,,,,,0.0,0.0,2569.1147420490033,4.7341674633727076,eps_delta,0.0,0.0,0.019729144305688482,,none,0.0,0.0,1.4569364523644202,,1e-05,0,False,1.0,0.0,,0.019729144305688482,5,5,calibrate,21.291824188313257,28.4358265234365,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000005,False,6,0,,,,0.0,5.363198280334473
,,,,,0.0,0.0,2570.2330459212044,0.222419781472862,eps_delta,0.0,0.0,0.019724851780747593,,none,0.0,0.0,0.03969525095961814,,1e-05,0,False,1.0,0.0,,0.019724851780747593,6,6,calibrate,21.369279453277915,22.066376837959808,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000006,False,7,0,,,,0.0,4.754518032073975
,,,,,0.0,0.0,2639.399709418931,2.1864429511265215,eps_delta,0.0,0.0,0.019464686697290935,,none,0.0,0.0,0.3904972081821516,,1e-05,0,False,1.0,0.0,,0.019464686697290935,7,7,calibrate,20.654890404747487,14.225388967973636,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000007,False,8,0,,,,0.0,3.8037352561950684
,,,,,0.0,0.0,2692.6886340101883,2.150634443505245,eps_delta,0.0,0.0,0.019271118920739322,,none,0.0,0.0,0.48848181708990335,,1e-05,0,False,1.0,0.0,,0.019271118920739322,8,8,calibrate,19.719251431953598,11.29850067680858,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000008,False,9,0,,,,0.0,3.394312858581543
,,,,,0.0,0.0,3915.8083349523945,6.26324682911428,eps_delta,0.0,0.0,0.015980460381827696,,none,0.0,0.0,2.5328654827749166,,1e-05,0,False,1.0,0.0,,0.015980460381827696,9,9,calibrate,20.638676926527086,28.913506377688478,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000009,False,10,0,,,,0.0,5.583865165710449
