acc,capacity_remaining,delta_step_theory,delta_total,eps_spent,eps_step_theory,event,event_type,op,regret
4.665830856587067,inf,,,0.0,,0,calibrate,calibrate,0.0
4.199532998848251,inf,,,0.0,,1,calibrate,calibrate,0.0
26.99237815574145,inf,,,0.0,,2,calibrate,calibrate,0.0
32.80980129616159,inf,,,0.0,,3,calibrate,calibrate,0.0
7.62227017272337,inf,,,0.0,,4,calibrate,calibrate,0.0
31.35884788595975,inf,,,0.0,,5,calibrate,calibrate,0.0
11.591308522613293,inf,,,0.0,,6,calibrate,calibrate,0.0
22.875588990633712,inf,,,0.0,,7,calibrate,calibrate,0.0
19.097607078769347,inf,,,0.0,,8,calibrate,calibrate,0.0
31.154653926268672,inf,,,0.0,,9,calibrate,calibrate,0.0
13.571596529944843,inf,,,0.0,,10,calibrate,calibrate,0.0
13.337670501237312,inf,,,0.0,,11,calibrate,calibrate,0.0
9.485738514792473,inf,,,0.0,,12,calibrate,calibrate,0.0
4.688780217828776,inf,,,0.0,,13,calibrate,calibrate,0.0
16.66549305231056,inf,,,0.0,,14,calibrate,calibrate,0.0
19.408041327768686,inf,,,0.0,,15,calibrate,calibrate,0.0
10.587537555237255,inf,,,0.0,,16,calibrate,calibrate,0.0
6.455396415159654,inf,,,0.0,,17,calibrate,calibrate,0.0
3.663105183863231,inf,,,0.0,,18,calibrate,calibrate,0.0
18.151864775367304,inf,,,0.0,,19,calibrate,calibrate,0.0
13.324897547609318,inf,,,0.0,,20,calibrate,calibrate,0.0
6.828692614401951,inf,,,0.0,,21,calibrate,calibrate,0.0
10.232811020513632,inf,,,0.0,,22,calibrate,calibrate,0.0
7.169592992663599,inf,,,0.0,,23,calibrate,calibrate,0.0
52.94888782436922,inf,,,0.0,,24,calibrate,calibrate,0.0
33.71910565663975,inf,,,0.0,,25,calibrate,calibrate,0.0
12.679860253192864,inf,,,0.0,,26,calibrate,calibrate,0.0
23.471644199864368,inf,,,0.0,,27,calibrate,calibrate,0.0
3.2924507646009085,inf,,,0.0,,28,calibrate,calibrate,0.0
13.00484514456538,inf,,,0.0,,29,calibrate,calibrate,0.0
26.80785484589723,inf,,,0.0,,30,calibrate,calibrate,0.0
44.98779055044711,inf,,,0.0,,31,calibrate,calibrate,0.0
1.0622375576650542,inf,,,0.0,,32,calibrate,calibrate,0.0
2.325206696846692,inf,,,0.0,,33,calibrate,calibrate,0.0
7.561634650466889,inf,,,0.0,,34,calibrate,calibrate,0.0
7.844773947365916,inf,,,0.0,,35,calibrate,calibrate,0.0
8.370397552629866,inf,,,0.0,,36,calibrate,calibrate,0.0
13.912413703095472,inf,,,0.0,,37,calibrate,calibrate,0.0
30.25579235459889,inf,,,0.0,,38,calibrate,calibrate,0.0
1.0225120897440694,inf,,,0.0,,39,calibrate,calibrate,0.0
5.658492241058104,inf,,,0.0,,40,calibrate,calibrate,0.0
5.030382505749804,inf,,,0.0,,41,calibrate,calibrate,0.0
17.933814534682874,inf,,,0.0,,42,calibrate,calibrate,0.0
17.08759381388878,inf,,,0.0,,43,calibrate,calibrate,0.0
17.978976194714924,inf,,,0.0,,44,calibrate,calibrate,0.0
2.9387184593738085,inf,,,0.0,,45,calibrate,calibrate,0.0
12.010911063032662,inf,,,0.0,,46,calibrate,calibrate,0.0
14.389568711918034,inf,,,0.0,,47,calibrate,calibrate,0.0
27.128650798720425,inf,,,0.0,,48,calibrate,calibrate,0.0
11.014801298665716,inf,,,0.0,,49,calibrate,calibrate,0.0
10.13655549806575,,,1e-05,0.0,,100,warmup,warmup,102.74975736536699
10.795520839572088,,,1e-05,0.0,,101,warmup,warmup,219.29302756300223
3.9588068112709736,,,1e-05,0.0,,102,warmup,warmup,234.96517893196767
8.803272982832906,,,1e-05,0.0,,103,warmup,warmup,312.46279414224347
8.610692720231565,,,1e-05,0.0,,104,warmup,warmup,386.60682326449233
13.982448742186921,,,1e-05,0.0,,105,warmup,warmup,582.115696092377
9.266871002325924,,,1e-05,0.0,,106,warmup,warmup,667.9905942661261
5.23935528608303,,,1e-05,0.0,,107,warmup,warmup,695.4414380799323
9.986572774101596,,,1e-05,0.0,,108,warmup,warmup,795.1730738523595
9.156329206005095,,,1e-05,0.0,,109,warmup,warmup,879.0114383811014
9.640395757704553,,,1e-05,0.0,,110,warmup,warmup,971.9486687462693
20.98855136751286,,,1e-05,0.0,,111,warmup,warmup,1412.4679572529951
16.81293414412838,,,1e-05,0.0,,112,warmup,warmup,1695.142711787793
12.163006525617499,,,1e-05,0.0,,113,warmup,warmup,1843.0814395300067
0.5236163888519592,,,1e-05,0.0,,114,warmup,warmup,1843.355613652681
6.366375551260884,,,1e-05,0.0,,115,warmup,warmup,1883.8863513123733
4.305365641412101,,,1e-05,0.0,,116,warmup,warmup,1902.4225246186252
4.5253032515950515,,,1e-05,0.0,,117,warmup,warmup,1922.9008941375218
15.018395473614692,,,1e-05,0.0,,118,warmup,warmup,2148.453096739412
20.603079230115902,,,1e-05,0.0,,119,warmup,warmup,2572.9399705018454
2.84676810507132,,,1e-05,0.0,,120,warmup,warmup,2581.044059145897
10.89993996336717,,,1e-05,0.0,,121,warmup,warmup,2699.852750350906
3.449150674595395,,,1e-05,0.0,,122,warmup,warmup,2711.7493907269677
8.430933916619562,,,1e-05,0.0,,123,warmup,warmup,2782.830037433374
15.169255526511607,,,1e-05,0.0,,124,warmup,warmup,3012.936350661977
8.734133643348603,,,1e-05,0.0,,125,warmup,warmup,3089.221441161851
1.4369957026951528,,,1e-05,0.0,,126,warmup,warmup,3091.2863978114156
0.2961070667555168,,,1e-05,0.0,,127,warmup,warmup,3091.374077206398
0.5384818822559743,,,1e-05,0.0,,128,warmup,warmup,3091.6640399439157
0.5962228431832166,,,1e-05,0.0,,129,warmup,warmup,3092.0195216226493
6.68054671338707,,,1e-05,0.0,,130,warmup,warmup,3136.649226012396
2.4668092943280815,,,1e-05,0.0,,131,warmup,warmup,3142.7343741069794
3.4773030468704618,,,1e-05,0.0,,132,warmup,warmup,3154.826010586754
2.258334862626958,,,1e-05,0.0,,133,warmup,warmup,3159.9260869385103
13.827520116670126,,,1e-05,0.0,,134,warmup,warmup,3351.1263995154272
7.633898639051272,,,1e-05,0.0,,135,warmup,warmup,3409.402807946736
2.3577928746426986,,,1e-05,0.0,,136,warmup,warmup,3414.961995186452
5.4580634683095886,,,1e-05,0.0,,137,warmup,warmup,3444.7524520105476
0.8951272702942119,,,1e-05,0.0,,138,warmup,warmup,3445.5537048405718
4.436723681950467,,,1e-05,0.0,,139,warmup,warmup,3465.238221870552
5.30370014171637,,,1e-05,0.0,,140,warmup,warmup,3493.367457063794
0.04697986370538665,,,1e-05,0.0,,141,warmup,warmup,3493.3696641713877
5.464538472318565,,,1e-05,0.0,,142,warmup,warmup,3523.2308448868375
14.667780842072382,,,1e-05,0.0,,143,warmup,warmup,3738.374639717903
0.29263322551222526,,,1e-05,0.0,,144,warmup,warmup,3738.4602739225766
8.382116990421439,,,1e-05,0.0,,145,warmup,warmup,3808.7201591636885
2.5356969381879306,,,1e-05,0.0,,146,warmup,warmup,3815.149918126024
5.522922335844957,,,1e-05,0.0,,147,warmup,warmup,3845.6525892537993
4.290948677782594,,,1e-05,0.0,,148,warmup,warmup,3864.0648298091637
1.475847560082586,,,1e-05,0.0,,149,warmup,warmup,3866.2429558297654
5.6448356865212626,,,1e-05,0.0,,150,warmup,warmup,3898.1071257575895
8.552484255203629,,,1e-05,0.0,,151,warmup,warmup,3971.2521126930956
4.424139757379307,,,1e-05,0.0,,152,warmup,warmup,3990.82512528592
3.662646925060138,,,1e-05,0.0,,153,warmup,warmup,4004.2401077835725
5.189873165745618,,,1e-05,0.0,,154,warmup,warmup,4031.174891260099
4.593222360700831,,,1e-05,0.0,,155,warmup,warmup,4052.272582914941
1.767566504672466,,,1e-05,0.0,,156,warmup,warmup,4055.396874263381
7.736422206233678,,,1e-05,0.0,,157,warmup,warmup,4115.249102816487
4.5039203578215306,,,1e-05,0.0,,158,warmup,warmup,4135.534401406086
0.2025557457492403,,,1e-05,0.0,,159,warmup,warmup,4135.575430236222
0.9907735784119485,,,1e-05,0.0,,160,warmup,warmup,4136.557062519902
1.5038594964310037,,,1e-05,0.0,,161,warmup,warmup,4138.818655904907
3.927346114285945,,,1e-05,0.0,,162,warmup,warmup,4154.242703406304
14.939411149177438,,,1e-05,0.0,,163,warmup,warmup,4377.428708890471
7.146366751206584,,,1e-05,0.0,,164,warmup,warmup,4428.499266633222
4.2727589978013665,,,1e-05,0.0,,165,warmup,warmup,4446.755736086514
7.471186592745073,,,1e-05,0.0,,166,warmup,warmup,4502.5743651901275
1.8364612787004833,,,1e-05,0.0,,167,warmup,warmup,4505.946955218294
0.043101016837776784,,,1e-05,0.0,,168,warmup,warmup,4505.948812915946
3.629432167742089,,,1e-05,0.0,,169,warmup,warmup,4519.121590776187
0.11641499818929546,,,1e-05,0.0,,170,warmup,warmup,4519.135143227991
4.609057459685158,,,1e-05,0.0,,171,warmup,warmup,4540.37855389467
1.5637024173930492,,,1e-05,0.0,,172,warmup,warmup,4542.823719144832
4.415576669275272,,,1e-05,0.0,,173,warmup,warmup,4562.3210364670795
2.4147940507161376,,,1e-05,0.0,,174,warmup,warmup,4568.152266774454
0.494993666036049,,,1e-05,0.0,,175,warmup,warmup,4568.39728550387
4.365987819505239,,,1e-05,0.0,,176,warmup,warmup,4587.4591351439385
1.5934245728278182,,,1e-05,0.0,,177,warmup,warmup,4589.99813701323
2.445307563646307,,,1e-05,0.0,,178,warmup,warmup,4595.977666094056
0.6507824748154061,,,1e-05,0.0,,179,warmup,warmup,4596.401183923583
4.076409241141039,,,1e-05,0.0,,180,warmup,warmup,4613.018296224843
1.9056654005076978,,,1e-05,0.0,,181,warmup,warmup,4616.6498568435345
0.42449888112162704,,,1e-05,0.0,,182,warmup,warmup,4616.830056143608
0.404385375932093,,,1e-05,0.0,,183,warmup,warmup,4616.993583675876
1.887594046256189,,,1e-05,0.0,,184,warmup,warmup,4620.556594959337
3.00430332732737,,,1e-05,0.0,,185,warmup,warmup,4629.582433441928
1.1791404970053543,,,1e-05,0.0,,186,warmup,warmup,4630.972805753606
3.0460735430812624,,,1e-05,0.0,,187,warmup,warmup,4640.251369783466
2.087963720354682,,,1e-05,0.0,,188,warmup,warmup,4644.610962280983
1.113452368942471,,,1e-05,0.0,,189,warmup,warmup,4645.850738458887
4.947200347407034,,,1e-05,0.0,,190,warmup,warmup,4670.325529736271
5.137073297418492,,,1e-05,0.0,,191,warmup,warmup,4696.715051799321
1.167321562014795,,,1e-05,0.0,,192,warmup,warmup,4698.077691428466
0.7048874205176989,,,1e-05,0.0,,193,warmup,warmup,4698.57455770407
1.7734432524605586,,,1e-05,0.0,,194,warmup,warmup,4701.719658673767
1.235473821111631,,,1e-05,0.0,,195,warmup,warmup,4703.24605423642
1.1478515811852237,,,1e-05,0.0,,196,warmup,warmup,4704.56361748885
0.481125807120944,,,1e-05,0.0,,197,warmup,warmup,4704.795099531128
1.1639486124148144,,,1e-05,0.0,,198,warmup,warmup,4706.14987590347
3.872449712623525,,,1e-05,0.0,,199,warmup,warmup,4721.145742680268
1.6314738124626826,,,1e-05,0.0,,200,warmup,warmup,4723.80744948102
3.0222729156357655,,,1e-05,0.0,,201,warmup,warmup,4732.941583057605
1.4314637367739513,,,1e-05,0.0,,202,warmup,warmup,4734.990671487304
2.004303104624292,,,1e-05,0.0,,203,warmup,warmup,4739.007902422511
1.4378970279724284,,,1e-05,0.0,,204,warmup,warmup,4741.0754502855625
0.7481442088772932,,,1e-05,0.0,,205,warmup,warmup,4741.6351700428395
1.2672744414688657,,,1e-05,0.0,,206,warmup,warmup,4743.241154552839
1.4750611227300223,,,1e-05,0.0,,207,warmup,warmup,4745.4169598686285
1.0601745194510672,,,1e-05,0.0,,208,warmup,warmup,4746.5409298803215
0.9329332757523514,,,1e-05,0.0,,209,warmup,warmup,4747.411294377328
3.7644118240759243,,,1e-05,0.0,,210,warmup,warmup,4761.58209075857
1.4279477641993323,,,1e-05,0.0,,211,warmup,warmup,4763.621125575853
0.37530157848909096,,,1e-05,0.0,,212,warmup,warmup,4763.761976850669
2.41340973323718,,,1e-05,0.0,,213,warmup,warmup,4769.586523391154
1.0940153415461245,,,1e-05,0.0,,214,warmup,warmup,4770.783392958692
0.2929339281827412,,,1e-05,0.0,,215,warmup,warmup,4770.869203244973
1.1369886609784996,,,1e-05,0.0,,216,warmup,warmup,4772.161946460166
0.018675887417282766,,,1e-05,0.0,,217,warmup,warmup,4772.162295248937
0.6134026338722571,,,1e-05,0.0,,218,warmup,warmup,4772.538558040178
0.2765340044650145,,,1e-05,0.0,,219,warmup,warmup,4772.615029095803
0.49523476794017407,,,1e-05,0.0,,220,warmup,warmup,4772.86028657118
0.9377198725470448,,,1e-05,0.0,,221,warmup,warmup,4773.7396051305495
