acc,capacity_remaining,eps_spent,event,op,regret
0.27449821577071454,1.0,0.0,4312,insert,65.49907549841237
0.36736175201802856,1.0,0.0,4313,insert,65.56655282683525
0.28706323434291026,1.0,0.0,4314,insert,65.60775547709096
0.14621334620697368,1.0,0.0,4315,insert,65.61844464839548
0.2860934179082193,1.0,0.0,4316,insert,65.65936937028069
0.10122669239392046,1.0,0.0,4317,insert,65.6644927919072
0.22524989644197113,1.0,0.0,4318,insert,65.68986154983075
0.09816772724167588,1.0,0.0,4319,insert,65.69468000116665
0.5713584047347786,1.0,0.0,4320,insert,65.85790521449718
0.034128044716586814,1.0,0.0,4321,insert,65.85848757621527
0.0425440194207054,0.9473684210526316,0.05263157894736842,4322,delete,65.8593925730095
1920.411685927451,0.9473684210526316,0.05263157894736842,4323,insert,1844056.3811159302
53828.607492839306,0.9473684210526316,0.05263157894736842,4324,insert,1450603548.690194
17406.08415399933,0.9473684210526316,0.05263157894736842,4325,insert,1602089431.4782472
5681.824463383143,0.9473684210526316,0.05263157894736842,4326,insert,1618230996.0945966
4909.9926291488855,0.9473684210526316,0.05263157894736842,4327,insert,1630285009.9037447
5677.603657771947,0.9473684210526316,0.05263157894736842,4328,insert,1646402601.5511174
41822.61931120896,0.9473684210526316,0.05263157894736842,4329,insert,2520968344.576272
70096.75811167949,0.9473684210526316,0.05263157894736842,4330,insert,4977746093.459925
1970.8223553691785,0.9473684210526316,0.05263157894736842,4331,insert,4979688163.838136
65994.92388424129,0.9473684210526316,0.05263157894736842,4332,insert,7157353153.081536
42541.78054988576,0.8947368421052632,0.10526315789473684,4333,delete,8062254699.258856
101115.12754540135,0.8947368421052632,0.10526315789473684,4334,insert,13174389208.520248
33816.542317084146,0.8947368421052632,0.10526315789473684,4335,insert,13746168475.66182
29552.366899454322,0.8947368421052632,0.10526315789473684,4336,insert,14182839670.3418
31996.922436675766,0.8947368421052632,0.10526315789473684,4337,insert,14694741193.051123
27684.26250795731,0.8947368421052632,0.10526315789473684,4338,insert,15077950388.355867
17437.0470881469,0.8947368421052632,0.10526315789473684,4339,insert,15229975693.932993
107334.48869274641,0.8947368421052632,0.10526315789473684,4340,insert,20990321925.399647
70557.12068671914,0.8947368421052632,0.10526315789473684,4341,insert,23479475565.19977
6509.270673576959,0.8947368421052632,0.10526315789473684,4342,insert,23500660867.550716
13242.536745651762,0.8947368421052632,0.10526315789473684,4343,insert,23588343257.280685
