acc,capacity_remaining,eps_spent,event,op,regret
2.286962939057872,inf,0.0,0,calibrate,0.0
6.309309505565661,inf,0.0,1,calibrate,0.0
4.183088241798464,inf,0.0,2,calibrate,0.0
8.705864745538445,inf,0.0,3,calibrate,0.0
4.040452678896253,inf,0.0,4,calibrate,0.0
0.4326182610577929,inf,0.0,5,calibrate,0.0
14.582469844347566,inf,0.0,6,calibrate,0.0
11.707053205031645,inf,0.0,7,calibrate,0.0
16.597431898393854,inf,0.0,8,calibrate,0.0
0.5530001817363726,inf,0.0,9,calibrate,0.0
7.316015970752646,inf,0.0,10,calibrate,0.0
1.6900510386501755,inf,0.0,11,calibrate,0.0
0.9435342990083488,inf,0.0,12,calibrate,0.0
12.36925734881267,inf,0.0,13,calibrate,0.0
6.390949240636198,inf,0.0,14,calibrate,0.0
4.367228498486042,inf,0.0,15,calibrate,0.0
2.6704675999715914,inf,0.0,16,calibrate,0.0
12.158535628313569,inf,0.0,17,calibrate,0.0
5.161160982078482,inf,0.0,18,calibrate,0.0
2.7069981234950204,inf,0.0,19,calibrate,0.0
1.7220603653602016,inf,0.0,20,calibrate,0.0
3.2056480164484955,inf,0.0,21,calibrate,0.0
0.7381604757888294,inf,0.0,22,calibrate,0.0
4.168197407222707,inf,0.0,23,calibrate,0.0
1.957963223050951,inf,0.0,24,calibrate,0.0
0.4738002843532092,inf,0.0,25,calibrate,0.0
4.861532931854192,inf,0.0,26,calibrate,0.0
0.9362540639611472,inf,0.0,27,calibrate,0.0
3.497303515638147,inf,0.0,28,calibrate,0.0
0.8069715927132906,inf,0.0,29,calibrate,0.0
1.4727386282463102,inf,0.0,30,calibrate,0.0
1.9532100563246115,inf,0.0,31,calibrate,0.0
0.009145517498975853,inf,0.0,32,calibrate,0.0
3.258974453312816,inf,0.0,33,calibrate,0.0
1.6274776054806712,inf,0.0,34,calibrate,0.0
5.795678146300082,inf,0.0,35,calibrate,0.0
5.2031312990454,inf,0.0,36,calibrate,0.0
4.149320957071081,inf,0.0,37,calibrate,0.0
1.4302942157532872,inf,0.0,38,calibrate,0.0
2.222752993753097,inf,0.0,39,calibrate,0.0
0.8573401884821665,inf,0.0,40,calibrate,0.0
