acc,capacity_remaining,eps_spent,event,op,regret
2.236069203081401,inf,0.0,0,calibrate,0.0
6.08797210490671,inf,0.0,1,calibrate,0.0
3.5719839810313463,inf,0.0,2,calibrate,0.0
12.182973013685434,inf,0.0,3,calibrate,0.0
1.2511580231625086,inf,0.0,4,calibrate,0.0
5.357528586421419,inf,0.0,5,calibrate,0.0
5.444530634443742,inf,0.0,6,calibrate,0.0
2.0236490565938485,inf,0.0,7,calibrate,0.0
7.375877113574516,inf,0.0,8,calibrate,0.0
4.624942911393479,inf,0.0,9,calibrate,0.0
5.4977344186935,inf,0.0,10,calibrate,0.0
0.11808593830268288,inf,0.0,11,calibrate,0.0
6.954599461983605,inf,0.0,12,calibrate,0.0
0.6947377071496114,inf,0.0,13,calibrate,0.0
0.5851823761257036,inf,0.0,14,calibrate,0.0
1.2936660375931437,inf,0.0,15,calibrate,0.0
3.250732184373216,inf,0.0,16,calibrate,0.0
6.106407888003512,inf,0.0,17,calibrate,0.0
3.9259756144228204,inf,0.0,18,calibrate,0.0
1.4333424948911395,inf,0.0,19,calibrate,0.0
0.32773959346683346,inf,0.0,20,calibrate,0.0
3.1936288572951295,inf,0.0,21,calibrate,0.0
2.170339678618153,inf,0.0,22,calibrate,0.0
3.862213630017441,inf,0.0,23,calibrate,0.0
3.7501859232889414,inf,0.0,24,calibrate,0.0
7.673495619555584,inf,0.0,25,calibrate,0.0
2.404893006911898,inf,0.0,26,calibrate,0.0
0.17796652833758797,inf,0.0,27,calibrate,0.0
1.208876099297333,inf,0.0,28,calibrate,0.0
1.3761470091382826,inf,0.0,29,calibrate,0.0
3.842818034743185,inf,0.0,30,calibrate,0.0
10.055025571012202,inf,0.0,31,calibrate,0.0
0.6951450417534897,inf,0.0,32,calibrate,0.0
2.063589926309482,inf,0.0,33,calibrate,0.0
1.486637035087484,inf,0.0,34,calibrate,0.0
4.2719213000451095,inf,0.0,35,calibrate,0.0
2.078292685090871,inf,0.0,36,calibrate,0.0
4.584735663032164,inf,0.0,37,calibrate,0.0
0.2846562620034666,inf,0.0,38,calibrate,0.0
0.7322418508148161,inf,0.0,39,calibrate,0.0
0.43778196712620954,inf,0.0,40,calibrate,0.0
1.1119568712270747,inf,0.0,41,calibrate,0.0
3.032857545983403,inf,0.0,42,calibrate,0.0
1.1661223884061767,inf,0.0,43,calibrate,0.0
5.607786768899706,inf,0.0,44,calibrate,0.0
7.45842134486608,inf,0.0,45,calibrate,0.0
1.0346252065035717,inf,0.0,46,calibrate,0.0
2.661224909840878,inf,0.0,47,calibrate,0.0
5.545435895067035,inf,0.0,48,calibrate,0.0
1.7136956987897842,inf,0.0,49,calibrate,0.0
4.329753996100804,inf,0.0,50,calibrate,0.0
4.8159286980160125,inf,0.0,51,calibrate,0.0
3.375057231191305,inf,0.0,52,calibrate,0.0
3.302567322276081,inf,0.0,53,calibrate,0.0
0.6206047304479148,inf,0.0,54,calibrate,0.0
2.051537332510681,inf,0.0,55,calibrate,0.0
0.6374732512520374,inf,0.0,56,calibrate,0.0
2.311121373197537,inf,0.0,57,calibrate,0.0
2.866248093783705,inf,0.0,58,calibrate,0.0
1.827943456738359,inf,0.0,59,calibrate,0.0
1.6888179372781447,inf,0.0,60,calibrate,0.0
2.1365190498426205,inf,0.0,61,calibrate,0.0
1.8553286517670735,inf,0.0,62,calibrate,0.0
0.05003381489524483,inf,0.0,63,calibrate,0.0
1.238776979493191,inf,0.0,64,calibrate,0.0
1.6721733598984434,inf,0.0,65,calibrate,0.0
0.22765689850606652,inf,0.0,66,calibrate,0.0
1.729625264196013,inf,0.0,67,calibrate,0.0
3.0648984970072704,inf,0.0,68,calibrate,0.0
1.5705824824100878,inf,0.0,69,calibrate,0.0
0.2963067510601002,inf,0.0,70,calibrate,0.0
2.3683160183749306,inf,0.0,71,calibrate,0.0
0.4897383294975959,inf,0.0,72,calibrate,0.0
0.4855731929216909,inf,0.0,73,calibrate,0.0
1.5984050554646017,inf,0.0,74,calibrate,0.0
2.4867167388700073,inf,0.0,75,calibrate,0.0
0.9754730482169744,inf,0.0,76,calibrate,0.0
0.9078438946834932,inf,0.0,77,calibrate,0.0
1.034241418411953,inf,0.0,78,calibrate,0.0
0.8831220627078187,inf,0.0,79,calibrate,0.0
0.02973878138592312,inf,0.0,80,calibrate,0.0
1.3319493304804522,inf,0.0,81,calibrate,0.0
0.08768537139513821,inf,0.0,82,calibrate,0.0
0.41546461847307325,inf,0.0,83,calibrate,0.0
1.8174197297909775,inf,0.0,84,calibrate,0.0
1.7273444367194268,inf,0.0,85,calibrate,0.0
1.7227158664072668,inf,0.0,86,calibrate,0.0
2.1500614259932993,inf,0.0,87,calibrate,0.0
1.3285116917246302,inf,0.0,88,calibrate,0.0
0.6696421786202835,inf,0.0,89,calibrate,0.0
1.112507133606381,inf,0.0,90,calibrate,0.0
1.0292347722747586,inf,0.0,91,calibrate,0.0
0.5318411435851655,inf,0.0,92,calibrate,0.0
0.5288359727183016,inf,0.0,93,calibrate,0.0
0.886925156819551,inf,0.0,94,calibrate,0.0
0.16525988248290258,inf,0.0,95,calibrate,0.0
1.2659064416331325,inf,0.0,96,calibrate,0.0
0.23858822916214173,inf,0.0,97,calibrate,0.0
0.6172184949226454,inf,0.0,98,calibrate,0.0
0.05637295405444309,inf,0.0,99,calibrate,0.0
0.5452731523662373,inf,0.0,100,calibrate,0.0
0.4398008191009525,inf,0.0,101,calibrate,0.0
1.0104902993483664,inf,0.0,102,calibrate,0.0
0.2299085444688418,inf,0.0,103,calibrate,0.0
0.6788908199392916,inf,0.0,104,calibrate,0.0
1.7749005773479576,inf,0.0,105,calibrate,0.0
0.20823808898924034,inf,0.0,106,calibrate,0.0
0.29447594815222455,inf,0.0,107,calibrate,0.0
0.5259192941464716,inf,0.0,108,calibrate,0.0
0.9617259718641447,inf,0.0,109,calibrate,0.0
0.42075178369641897,inf,0.0,110,calibrate,0.0
1.187939297258252,inf,0.0,111,calibrate,0.0
