C_hat,D_hat,G_hat,N_star_theory,acc,c_hat,delta_total,eps_converted,eps_remaining,event,event_type,m_theory,op,regret,sigma_step_theory
,,,,4.059955843855475,,1e-05,0.0,1.0,0,calibrate,,calibrate,0.0,
,,,,14.709106179450675,,1e-05,0.0,1.0,1,calibrate,,calibrate,0.0,
,,,,1.1012293971409242,,1e-05,0.0,1.0,2,calibrate,,calibrate,0.0,
,,,,0.6139724065005518,,1e-05,0.0,1.0,3,calibrate,,calibrate,0.0,
,,,,11.884356876692,,1e-05,0.0,1.0,4,calibrate,,calibrate,0.0,
,,,,6.408190310867619,,1e-05,0.0,1.0,5,calibrate,,calibrate,0.0,
,,,,34.24365600249628,,1e-05,0.0,1.0,6,calibrate,,calibrate,0.0,
,,,,16.100076137213975,,1e-05,0.0,1.0,7,calibrate,,calibrate,0.0,
,,,,6.5241727656678234,,1e-05,0.0,1.0,8,calibrate,,calibrate,0.0,
,,,,8.392670699212273,,1e-05,0.0,1.0,9,calibrate,,calibrate,0.0,
,,,,32.695005326496215,,1e-05,0.0,1.0,10,calibrate,,calibrate,0.0,
,,,,1.9293393786157138,,1e-05,0.0,1.0,11,calibrate,,calibrate,0.0,
,,,,15.968785516941715,,1e-05,0.0,1.0,12,calibrate,,calibrate,0.0,
,,,,10.09721884192785,,1e-05,0.0,1.0,13,calibrate,,calibrate,0.0,
,,,,13.93426610510356,,1e-05,0.0,1.0,14,calibrate,,calibrate,0.0,
,,,,4.404527439605666,,1e-05,0.0,1.0,15,calibrate,,calibrate,0.0,
,,,,32.72291293867639,,1e-05,0.0,1.0,16,calibrate,,calibrate,0.0,
,,,,1.6829931019961002,,1e-05,0.0,1.0,17,calibrate,,calibrate,0.0,
,,,,2.536624829843896,,1e-05,0.0,1.0,18,calibrate,,calibrate,0.0,
,,,,17.173740955607894,,1e-05,0.0,1.0,19,calibrate,,calibrate,0.0,
,,,,46.02155666186701,,1e-05,0.0,1.0,20,calibrate,,calibrate,0.0,
,,,,7.028911344947811,,1e-05,0.0,1.0,21,calibrate,,calibrate,0.0,
,,,,8.53355123386779,,1e-05,0.0,1.0,22,calibrate,,calibrate,0.0,
,,,,6.691867911984954,,1e-05,0.0,1.0,23,calibrate,,calibrate,0.0,
,,,,2.0244548936188886,,1e-05,0.0,1.0,24,calibrate,,calibrate,0.0,
,,,,16.39415236093836,,1e-05,0.0,1.0,25,calibrate,,calibrate,0.0,
,,,,10.277400744186046,,1e-05,0.0,1.0,26,calibrate,,calibrate,0.0,
