C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_regret_increment,x_norm
,,,,,0.0,0.0,8.850638934257594,0.646627408214979,eps_delta,0.0,0.0,0.336134189179924,,none,0.0,0.0,2.975002341891111,,1e-05,0,False,1.0,0.0,,0.336134189179924,0,0,calibrate,21.16734472867768,21.16734472867768,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000000,False,1,0,,,,0.0,4.6007981300354
,,,,,0.0,0.0,22.5699072789848,0.8781839600828207,eps_delta,0.0,0.0,0.2104917663536966,,none,0.0,0.0,0.17498430326177283,,1e-05,0,False,1.0,0.0,,0.2104917663536966,1,1,calibrate,20.829544617916035,17.78934362106125,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000001,False,2,0,,,,0.0,4.2177414894104
,,,,,0.0,0.0,395.2331527752797,4.650620469459819,eps_delta,0.0,0.0,0.05030061750661499,,none,0.0,0.0,1.080612771325044,,1e-05,0,False,1.0,0.0,,0.05030061750661499,2,2,calibrate,20.468400953931177,17.21810797806743,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000002,False,3,0,,,,0.0,4.150948524475098
,,,,,0.0,0.0,462.9003598219214,1.6403641190452767,eps_delta,0.0,0.0,0.046478942766764994,,none,0.0,0.0,0.4737581662352836,,1e-05,0,False,1.0,0.0,,0.046478942766764994,3,3,calibrate,20.934821917140393,25.132610586023365,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000003,False,4,0,,,,0.0,5.014744758605957
,,,,,0.0,0.0,589.9763150678964,2.76026835157032,eps_delta,0.0,0.0,0.04117017485470083,,none,0.0,0.0,0.4577876117206717,,1e-05,0,False,1.0,0.0,,0.04117017485470083,4,4,calibrate,20.498053562982882,16.567138375565282,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000004,False,5,0,,,,0.0,4.083949565887451
,,,,,0.0,0.0,697.6541672999667,1.9348144689500955,eps_delta,0.0,0.0,0.037859938453746016,,none,0.0,0.0,0.5954354111812316,,1e-05,0,False,1.0,0.0,,0.037859938453746016,5,5,calibrate,21.29182226858564,28.43574061901044,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000005,False,6,0,,,,0.0,5.363198280334473
,,,,,0.0,0.0,1040.8377488772517,3.8963391801544836,eps_delta,0.0,0.0,0.030996202009683747,,none,0.0,0.0,0.6953808149515281,,1e-05,0,False,1.0,0.0,,0.030996202009683747,6,6,calibrate,21.369270572488514,22.06630530761436,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000006,False,7,0,,,,0.0,4.754518032073975
,,,,,0.0,0.0,1084.9820336389903,1.7467347866603102,eps_delta,0.0,0.0,0.03035908839290432,,none,0.0,0.0,0.31196645851859295,,1e-05,0,False,1.0,0.0,,0.03035908839290432,7,7,calibrate,20.654886986262884,14.225434710232223,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000007,False,8,0,,,,0.0,3.8037352561950684
,,,,,0.0,0.0,1125.4716044984484,1.8746480119986728,eps_delta,0.0,0.0,0.029807992539805445,,none,0.0,0.0,0.42579400371005166,,1e-05,0,False,1.0,0.0,,0.029807992539805445,8,8,calibrate,19.71924146064637,11.298431730097745,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000008,False,9,0,,,,0.0,3.394312858581543
,,,,,0.0,0.0,1125.4870954022958,0.02228966068408278,eps_delta,0.0,0.0,0.029807787404474675,,none,0.0,0.0,0.009014021590958507,,1e-05,0,False,1.0,0.0,,0.029807787404474675,9,9,calibrate,20.638662223646588,28.913449090648545,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000009,False,10,0,,,,0.0,5.583865165710449
