C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_regret_increment,x_norm
,,,,,0.0,0.0,159.50008474553556,2.745031119896261,eps_delta,0.0,0.0,0.07918073721133859,,none,0.0,0.0,12.629334295422526,,1e-05,0,False,1.0,0.0,,0.07918073721133859,0,0,calibrate,21.167344497833433,21.167344497833433,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000000,False,1,0,,,,0.0,4.6007981300354
,,,,,0.0,0.0,379.3090986727232,3.515141206541628,eps_delta,0.0,0.0,0.05134561614863846,,none,0.0,0.0,0.7004165044126024,,1e-05,0,False,1.0,0.0,,0.05134561614863846,1,1,calibrate,20.829544852416678,17.78934804366589,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000001,False,2,0,,,,0.0,4.2177414894104
,,,,,0.0,0.0,797.5456360931955,4.926784973445179,eps_delta,0.0,0.0,0.035409698463065756,,none,0.0,0.0,1.1447816076265755,,1e-05,0,False,1.0,0.0,,0.035409698463065756,2,2,calibrate,20.468399923276834,17.218095561018245,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000002,False,3,0,,,,0.0,4.150948524475098
,,,,,0.0,0.0,800.2586965923812,0.3284587927488527,eps_delta,0.0,0.0,0.035349624004265494,,none,0.0,0.0,0.09486317454531094,,1e-05,0,False,1.0,0.0,,0.035349624004265494,3,3,calibrate,20.934818760392016,25.132588294428647,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000003,False,4,0,,,,0.0,5.014744758605957
,,,,,0.0,0.0,897.5723272773305,2.4154969388661294,eps_delta,0.0,0.0,0.03337838139106918,,none,0.0,0.0,0.40060793579718457,,1e-05,0,False,1.0,0.0,,0.03337838139106918,4,4,calibrate,20.498047365014248,16.567104806614342,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000004,False,5,0,,,,0.0,4.083949565887451
,,,,,0.0,0.0,904.340492704064,0.4850780280026716,eps_delta,0.0,0.0,0.03325324341409237,,none,0.0,0.0,0.1492821379225702,,1e-05,0,False,1.0,0.0,,0.03325324341409237,5,5,calibrate,21.291817538279048,28.435749097662246,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000005,False,6,0,,,,0.0,5.363198280334473
,,,,,0.0,0.0,986.6249041544793,1.9078854358450021,eps_delta,0.0,0.0,0.03183640077308614,,none,0.0,0.0,0.3405010977170866,,1e-05,0,False,1.0,0.0,,0.03183640077308614,6,6,calibrate,21.369268956979074,22.066331725279284,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000006,False,7,0,,,,0.0,4.754518032073975
,,,,,0.0,0.0,1206.4106399650902,3.8975300216109865,eps_delta,0.0,0.0,0.028790713020552743,,none,0.0,0.0,0.6960981141129654,,1e-05,0,False,1.0,0.0,,0.028790713020552743,7,7,calibrate,20.65489033471703,14.225482734358645,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000007,False,8,0,,,,0.0,3.8037352561950684
,,,,,0.0,0.0,1215.0988848817938,0.8683887193667328,eps_delta,0.0,0.0,0.028687598156254056,,none,0.0,0.0,0.1972390760885879,,1e-05,0,False,1.0,0.0,,0.028687598156254056,8,8,calibrate,19.719243248937715,11.298419476923883,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000008,False,9,0,,,,0.0,3.394312858581543
,,,,,0.0,0.0,2099.973112886184,5.3272837565149205,eps_delta,0.0,0.0,0.021821928721351438,,none,0.0,0.0,2.1543758549851884,,1e-05,0,False,1.0,0.0,,0.021821928721351438,9,9,calibrate,20.638664842903747,28.913459188598004,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000009,False,10,0,,,,0.0,5.583865165710449
